box_id,ok,inf_S,max_subdivision_depth,elapsed_seconds,lambda1_lower,lambda2_upper,mass_eigenvalue_lower,lambda3_lower,lambda3_gap_lower
631,1,2.23027455151228295e+01,1,8.27050145000000043e+02,7.62618960157643766e+00,1.32138279841986535e+01,1.71190768761427081e-01,1.60000000000000000e+01,1.19559339836595768e+00
671,1,3.01211788396258555e+01,1,8.65362294000000020e+02,7.71066354091672057e+00,1.30434969187755119e+01,9.60938001933201169e-02,1.60000000000000000e+01,1.19559339836595768e+00
711,1,5.53139066839561622e+00,1,9.29494686000000002e+02,7.97130577206113156e+00,1.24403899691141238e+01,1.15337338837596198e-01,1.60000000000000000e+01,1.19559339836595768e+00
751,1,2.82882054874477582e+01,1,9.64449488999999971e+02,7.80867379571236864e+00,1.28506917517986690e+01,1.74378988106700439e-01,1.60000000000000000e+01,1.19559339836595768e+00
791,1,9.23887368142729173e+01,1,1.00924658399999998e+03,7.78743863996296426e+00,1.30345870108036923e+01,1.08646949197925585e-01,1.60000000000000000e+01,1.19559339836595768e+00
831,1,6.72703962293312330e+00,1,1.07127310899999998e+03,7.79438312084127549e+00,1.28575700615957658e+01,1.15225091756699025e-01,1.60000000000000000e+01,1.19559339836595768e+00
871,1,3.72830023077760089e+01,0,1.08524229199999991e+03,8.06499576866136891e+00,1.23209145664921280e+01,1.75366500920182217e-01,1.60000000000000000e+01,1.19559339836595768e+00
911,1,1.79511417835341334e+01,1,1.13421123400000010e+03,7.77306883829627093e+00,1.29479473313578133e+01,1.00715533856421346e-01,1.60000000000000000e+01,1.19559339836595768e+00
951,1,5.20827808071617824e+01,1,1.17135268199999996e+03,7.83254998727398011e+00,1.29521016832374549e+01,1.25313040990136348e-01,1.60000000000000000e+01,1.19559339836595768e+00
991,1,2.91114965106339483e+01,0,1.17852363900000000e+03,7.93186528743437425e+00,1.25863430949199699e+01,1.74078132170367134e-01,1.60000000000000000e+01,1.19559339836595768e+00
1031,1,5.69049486758701661e+00,1,1.19085775400000011e+03,7.88235100100304464e+00,1.26138670732078957e+01,9.85055792613422354e-02,1.60000000000000000e+01,1.19559339836595768e+00
1071,1,1.88722776543356900e+01,1,1.24482754100000011e+03,7.68629302049979302e+00,1.31405426676656170e+01,1.14557110733278913e-01,1.60000000000000000e+01,1.19559339836595768e+00
1111,1,1.49224158736744990e+01,1,1.26609911699999998e+03,7.66514516165476767e+00,1.30792775278009596e+01,1.67318638514751011e-01,1.60000000000000000e+01,1.19559339836595768e+00
1151,1,1.16328426646665370e+01,1,1.32796941700000002e+03,7.98139231689692963e+00,1.24448319678492449e+01,1.03333288205879614e-01,1.60000000000000000e+01,1.19559339836595768e+00
1191,1,1.18747611352939124e+01,1,1.37289874800000007e+03,7.83482172422340817e+00,1.27036005250351760e+01,1.13319431735570214e-01,1.60000000000000000e+01,1.19559339836595768e+00
1231,1,4.78869421886355511e+01,1,1.40818681900000001e+03,7.69677050260546025e+00,1.30346461139501315e+01,1.71726658891989153e-01,1.60000000000000000e+01,1.19559339836595768e+00
1271,1,2.34548803057646751e+01,1,1.45368549400000006e+03,7.94373650708348755e+00,1.25469576154608333e+01,1.02862394580681055e-01,1.60000000000000000e+01,1.19559339836595768e+00
1311,1,3.02882937562445420e+00,2,1.55522379099999989e+03,8.04125090760977912e+00,1.22825110550674896e+01,1.14857797704334241e-01,1.60000000000000000e+01,1.19559339836595768e+00
1351,1,2.92492881298295586e+01,1,1.59436239000000000e+03,7.91179146695340485e+00,1.25847660146789408e+01,1.70453584926291424e-01,1.60000000000000000e+01,1.19559339836595768e+00
1391,1,5.06418751870014887e+01,2,1.79329693399999996e+03,7.77851970100782619e+00,1.28138511079339601e+01,9.32383816918090080e-02,1.60000000000000000e+01,1.19559339836595768e+00
1431,1,2.18273596251870714e+01,1,1.83860371200000009e+03,8.15690401068606974e+00,1.20802177867527387e+01,1.20446106310448123e-01,1.60000000000000000e+01,1.19559339836595768e+00
1471,1,6.70181280252219835e+00,1,1.90150898800000004e+03,7.99383210802027122e+00,1.22712839752794967e+01,1.59350723551484968e-01,1.60000000000000000e+01,1.19559339836595768e+00
1511,1,4.44283123562512117e+00,1,1.94741092000000003e+03,7.90086350498801071e+00,1.25389773637304813e+01,9.91952982444946618e-02,1.60000000000000000e+01,1.19559339836595768e+00
1551,1,4.20613709917735434e+00,2,2.16768173200000001e+03,8.04780236252649317e+00,1.21822275547356664e+01,1.15721603885090812e-01,1.60000000000000000e+01,1.19559339836595768e+00
1591,1,3.05920352860697342e+01,1,2.21276724999999988e+03,8.28089160395330381e+00,1.17712118104758829e+01,1.60405419155042445e-01,1.60000000000000000e+01,1.19559339836595768e+00
1631,1,7.41020857388411969e+00,2,2.41001597399999991e+03,7.95526421949143625e+00,1.23123984236945674e+01,9.70348121770177041e-02,1.60000000000000000e+01,1.19559339836595768e+00
1671,1,1.67333123176072718e+00,1,2.43206743099999994e+03,7.95787778447211380e+00,1.23046535534075669e+01,1.11016068579422644e-01,1.60000000000000000e+01,1.19559339836595768e+00
1711,1,1.98674910969510634e+01,1,2.47741033500000003e+03,8.18439756140211294e+00,1.19198163330212950e+01,1.53731767361397265e-01,1.60000000000000000e+01,1.19559339836595768e+00
